2021-07-21 03:26:33,447 | 5380 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-07-21 03:26:33,464 | 5380 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-07-21 03:26:33,715 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37510) is connected
2021-07-21 03:26:33,717 | 5380 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 03:26:33,986 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37514) is connected
2021-07-21 03:26:33,992 | 5380 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 03:26:34,403 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37518) is connected
2021-07-21 03:26:34,410 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37520) is connected
2021-07-21 03:26:34,419 | 5380 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 03:26:34,428 | 5380 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 03:26:35,391 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37526) is connected
2021-07-21 03:26:35,415 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37528) is connected
2021-07-21 03:26:35,462 | 5380 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 03:26:35,467 | 5380 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 03:26:36,391 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37594) is connected
2021-07-21 03:26:36,393 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37596) is connected
2021-07-21 03:26:36,394 | 5380 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 03:26:36,395 | 5380 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 03:26:37,172 | 5370 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-07-21 03:26:37,176 | 5370 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-07-21 03:26:37,393 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37662) is connected
2021-07-21 03:26:37,402 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37664) is connected
2021-07-21 03:26:37,404 | 5380 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 03:26:37,406 | 5380 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 03:26:38,403 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37670) is connected
2021-07-21 03:26:38,404 | 5380 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37672) is connected
2021-07-21 03:26:38,407 | 5380 | ofcapture.proxy.proxy, handle_controller, 364 | INFO | connected Controller ('127.0.0.1', 6633)
2021-07-21 03:26:38,417 | 5380 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(475)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 475}, 'elements': []}
2021-07-21 03:26:38,421 | 5380 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(476)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 476}, 'elements': []}
