2021-10-19 15:04:24,628 | 3608 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-19 15:04:24,629 | 3608 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-19 15:04:24,640 | 3608 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-19 15:04:24,784 | 3620 | tracing_net.api.ws_server, connect, 275 | INFO | connect sid=TXHo-MvsAgY4C_uCAAAB
2021-10-19 15:04:24,848 | 3620 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.GET_TRACE, param={})
2021-10-19 15:04:24,851 | 3620 | tracing_net.api.ws_server, wait_traces, 159 | DEBUG | wait packet trace.....
2021-10-19 15:04:24,855 | 3608 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'get_trace', 'param': {}})
2021-10-19 15:04:24,858 | 3608 | tracing_net.api.ws_server, emit2client, 116 | DEBUG | MessageHub receives messages from net and emits them to clients. (event=WSEvent.GET_TRACE, param=b'')
2021-10-19 15:04:24,863 | 3620 | tracing_net.api.ws_server, wait_traces, 162 | DEBUG | MessageHub receives traces from vnet. (traces length=2)
2021-10-19 15:04:25,004 | 3620 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.GET_TRACE, param={})
2021-10-19 15:04:25,005 | 3620 | tracing_net.api.ws_server, wait_traces, 159 | DEBUG | wait packet trace.....
2021-10-19 15:04:25,006 | 3608 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'get_trace', 'param': {}})
2021-10-19 15:04:25,006 | 3608 | tracing_net.api.ws_server, emit2client, 116 | DEBUG | MessageHub receives messages from net and emits them to clients. (event=WSEvent.GET_TRACE, param=b'')
2021-10-19 15:04:25,010 | 3620 | tracing_net.api.ws_server, wait_traces, 162 | DEBUG | MessageHub receives traces from vnet. (traces length=2)
2021-10-19 15:04:25,021 | 3620 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.GET_TRACE, param={})
2021-10-19 15:04:25,021 | 3620 | tracing_net.api.ws_server, wait_traces, 159 | DEBUG | wait packet trace.....
