2021-10-20 01:39:40,443 | 8655 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-10-20 01:39:40,445 | 8655 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-10-20 01:39:40,538 | 8655 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 59002) is connected
2021-10-20 01:39:40,546 | 8655 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 01:39:40,749 | 8655 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 59006) is connected
2021-10-20 01:39:40,752 | 8655 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 01:39:41,256 | 8655 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 59010) is connected
2021-10-20 01:39:41,258 | 8655 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 59012) is connected
2021-10-20 01:39:41,259 | 8655 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 01:39:41,260 | 8655 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 01:39:42,256 | 8655 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 59018) is connected
2021-10-20 01:39:42,257 | 8655 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 59020) is connected
2021-10-20 01:39:42,264 | 8655 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 01:39:42,265 | 8655 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 01:39:42,444 | 8645 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-20 01:39:42,449 | 8645 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-20 01:39:43,258 | 8655 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 59026) is connected
2021-10-20 01:39:43,263 | 8655 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 59028) is connected
2021-10-20 01:39:43,269 | 8655 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 01:39:43,273 | 8655 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 01:39:44,257 | 8655 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 59034) is connected
2021-10-20 01:39:44,258 | 8655 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 59036) is connected
2021-10-20 01:39:44,262 | 8655 | ofcapture.proxy.proxy, handle_controller, 364 | INFO | connected Controller ('127.0.0.1', 6633)
2021-10-20 01:39:44,270 | 8655 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(1145)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 1145}, 'elements': []}
2021-10-20 01:39:44,278 | 8655 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(1146)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 1146}, 'elements': []}
2021-10-20 01:39:44,279 | 8655 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(2210869693)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 2210869693}, 'elements': [{'element_type': 1029, 'length': 8, 'content': b'\x83\xc71\xbe'}]}
2021-10-20 01:39:44,283 | 8655 | ofcapture.proxy.proxy, handle_controller, 364 | INFO | connected Controller ('127.0.0.1', 6633)
2021-10-20 01:39:44,286 | 8655 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(824350306)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 824350306}, 'elements': [{'element_type': 1029, 'length': 8, 'content': b'1"\x96c'}]}
2021-10-20 01:39:44,291 | 8655 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REPLY FeaturesReply(xid=UBInt32(2210869694)) {'header': {'version': 4, 'message_type': 6, 'length': 32, 'xid': 2210869694}, 'datapath_id': '00:00:00:00:00:00:00:01', 'n_buffers': 0, 'n_tables': 254, 'auxiliary_id': 0, 'pad': None, 'capabilities': '79', 'reserved': 0}
2021-10-20 01:39:44,293 | 8655 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REPLY FeaturesReply(xid=UBInt32(824350307)) {'header': {'version': 4, 'message_type': 6, 'length': 32, 'xid': 824350307}, 'datapath_id': '00:00:00:00:00:00:00:02', 'n_buffers': 0, 'n_tables': 254, 'auxiliary_id': 0, 'pad': None, 'capabilities': '79', 'reserved': 0}
2021-10-20 01:39:44,295 | 8655 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_MULTIPART_REQUEST MultipartRequest(xid=UBInt32(2210869695)) {'header': {'version': 4, 'message_type': 18, 'length': 16, 'xid': 2210869695}, 'multipart_type': 13, 'flags': {}, 'pad': None, 'body': b'\x04\x0e\x00P\x83\xc71\xc0\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xff\xff\xff\xff\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x04\x00\x00\x00\x00\x00\x04\x00\x18\x00\x00\x00\x00\x00\x00\x00\x10\xff\xff\xff\xfd\xff\xff\x00\x00\x00\x00\x00\x00'}
2021-10-20 01:39:44,298 | 8655 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_MULTIPART_REQUEST MultipartRequest(xid=UBInt32(824350308)) {'header': {'version': 4, 'message_type': 18, 'length': 16, 'xid': 824350308}, 'multipart_type': 13, 'flags': {}, 'pad': None, 'body': b'\x04\x0e\x00P1"\x96e\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xff\xff\xff\xff\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x04\x00\x00\x00\x00\x00\x04\x00\x18\x00\x00\x00\x00\x00\x00\x00\x10\xff\xff\xff\xfd\xff\xff\x00\x00\x00\x00\x00\x00'}
2021-10-20 01:39:44,300 | 8655 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_MULTIPART_REPLY MultipartReply(xid=UBInt32(2210869695)) {'header': {'version': 4, 'message_type': 19, 'length': 208, 'xid': 2210869695}, 'multipart_type': 13, 'flags': 0, 'pad': None, 'body': [{'port_no': 4294967294, 'pad': None, 'hw_addr': 'ae:27:9b:48:b7:45', 'pad2': None, 'name': 's1', 'config': '1', 'state': '1', 'curr': '0', 'advertised': '0', 'supported': '0', 'peer': '0', 'curr_speed': 0, 'max_speed': 0}, {'port_no': 1, 'pad': None, 'hw_addr': 'e2:a5:82:94:10:b5', 'pad2': None, 'name': 's1-eth1', 'config': '0', 'state': '4', 'curr': '2112', 'advertised': '0', 'supported': '0', 'peer': '0', 'curr_speed': 10000000, 'max_speed': 0}, {'port_no': 2, 'pad': None, 'hw_addr': '52:98:33:da:82:b8', 'pad2': None, 'name': 's1-eth2', 'config': '0', 'state': '4', 'curr': '2112', 'advertised': '0', 'supported': '0', 'peer': '0', 'curr_speed': 10000000, 'max_speed': 0}]}
2021-10-20 01:39:44,309 | 8655 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_MULTIPART_REPLY MultipartReply(xid=UBInt32(824350308)) {'header': {'version': 4, 'message_type': 19, 'length': 208, 'xid': 824350308}, 'multipart_type': 13, 'flags': 0, 'pad': None, 'body': [{'port_no': 4294967294, 'pad': None, 'hw_addr': 'be:e2:13:53:dc:4c', 'pad2': None, 'name': 's2', 'config': '1', 'state': '1', 'curr': '0', 'advertised': '0', 'supported': '0', 'peer': '0', 'curr_speed': 0, 'max_speed': 0}, {'port_no': 1, 'pad': None, 'hw_addr': '7a:64:6d:a8:96:3c', 'pad2': None, 'name': 's2-eth1', 'config': '0', 'state': '4', 'curr': '2112', 'advertised': '0', 'supported': '0', 'peer': '0', 'curr_speed': 10000000, 'max_speed': 0}, {'port_no': 2, 'pad': None, 'hw_addr': '1a:b6:31:dc:98:a5', 'pad2': None, 'name': 's2-eth2', 'config': '0', 'state': '4', 'curr': '2112', 'advertised': '0', 'supported': '0', 'peer': '0', 'curr_speed': 10000000, 'max_speed': 0}]}
2021-10-20 01:39:44,442 | 8645 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-20 01:39:44,443 | 8645 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
