2021-07-21 02:23:21,300 | 16419 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-07-21 02:23:21,309 | 16419 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-07-21 02:23:21,402 | 16419 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 53500) is connected
2021-07-21 02:23:21,404 | 16419 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 02:23:21,734 | 16419 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 53504) is connected
2021-07-21 02:23:21,736 | 16419 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 02:23:21,822 | 16419 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 53508) is connected
2021-07-21 02:23:21,904 | 16419 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 02:23:22,868 | 16419 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 53512) is connected
2021-07-21 02:23:22,880 | 16419 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 53514) is connected
2021-07-21 02:23:22,881 | 16419 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 02:23:22,913 | 16419 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 02:23:23,795 | 16419 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 53520) is connected
2021-07-21 02:23:23,796 | 16419 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 53522) is connected
2021-07-21 02:23:23,801 | 16419 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 02:23:23,801 | 16419 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 02:23:24,636 | 16409 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-07-21 02:23:24,638 | 16409 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-07-21 02:23:24,799 | 16419 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 53588) is connected
2021-07-21 02:23:24,807 | 16419 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 53590) is connected
