2021-10-20 01:25:21,111 | 6619 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-10-20 01:25:21,113 | 6619 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-10-20 01:26:01,407 | 6619 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 58510) is connected
2021-10-20 01:26:01,414 | 6619 | ofcapture.proxy.proxy, handle_controller, 364 | INFO | connected Controller ('127.0.0.1', 6633)
2021-10-20 01:26:01,431 | 6619 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(560486594)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 560486594}, 'elements': []}
2021-10-20 01:26:01,436 | 6619 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(670)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 670}, 'elements': []}
2021-10-20 01:26:01,468 | 6619 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_PORT_STATUS PortStatus(xid=UBInt32(0)) {'header': {'version': 4, 'message_type': 12, 'length': 80, 'xid': 0}, 'reason': {}, 'pad': None, 'desc': {'port_no': 4294967294, 'pad': None, 'hw_addr': '3a:46:51:82:51:4c', 'pad2': None, 'name': 's0', 'config': '1', 'state': '1', 'curr': '0', 'advertised': '0', 'supported': '0', 'peer': '0', 'curr_speed': 0, 'max_speed': 0}}
2021-10-20 01:26:01,476 | 6619 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REQUEST FeaturesRequest(xid=UBInt32(560486595)) {'header': {'version': 4, 'message_type': 5, 'length': 8, 'xid': 560486595}}
2021-10-20 01:26:01,486 | 6619 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REPLY FeaturesReply(xid=UBInt32(560486595)) {'header': {'version': 4, 'message_type': 6, 'length': 32, 'xid': 560486595}, 'datapath_id': '00:00:3a:46:51:82:51:4c', 'n_buffers': 0, 'n_tables': 254, 'auxiliary_id': 0, 'pad': None, 'capabilities': '79', 'reserved': 0}
