2021-10-20 02:19:29,789 | 12280 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-10-20 02:19:29,792 | 12280 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-10-20 02:19:29,927 | 12280 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 32830) is connected
2021-10-20 02:19:29,931 | 12280 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 02:19:30,255 | 12280 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 32834) is connected
2021-10-20 02:19:30,256 | 12280 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 02:19:30,348 | 12280 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 32838) is connected
2021-10-20 02:19:30,350 | 12280 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 02:19:31,257 | 12280 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 32842) is connected
2021-10-20 02:19:31,258 | 12280 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 32844) is connected
2021-10-20 02:19:31,265 | 12280 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 02:19:31,266 | 12280 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 02:19:31,783 | 12270 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-20 02:19:31,794 | 12270 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-20 02:19:32,255 | 12280 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 32910) is connected
2021-10-20 02:19:32,256 | 12280 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 32912) is connected
2021-10-20 02:19:32,257 | 12280 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 02:19:32,258 | 12280 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-20 02:19:33,264 | 12280 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 32978) is connected
