2021-10-19 23:08:04,036 | 4223 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-19 23:08:04,038 | 4223 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-19 23:08:04,060 | 4223 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-19 23:08:04,640 | 4235 | tracing_net.api.ws_server, connect, 280 | INFO | connect sid=qmZYsw7CG-dsHrkCAAAB
2021-10-19 23:08:13,173 | 4235 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_SWITCH, param={'name': 's0', 'dpid': ''})
2021-10-19 23:08:13,175 | 4223 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_switch', 'param': {'name': 's0', 'dpid': ''}})
2021-10-19 23:08:13,177 | 4223 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s0)
2021-10-19 23:08:14,463 | 4235 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_HOST, param={'name': 'h0', 'ip': '', 'mac': ''})
2021-10-19 23:08:14,465 | 4223 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_host', 'param': {'name': 'h0', 'ip': '', 'mac': ''}})
2021-10-19 23:08:14,466 | 4223 | tracing_net.net, add_host, 164 | DEBUG | added the host (h0)
2021-10-19 23:08:15,540 | 4235 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_LINK, param={'link_name': 'e0', 'host_name1': 'h0', 'host_name2': 's0'})
2021-10-19 23:08:15,550 | 4223 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_link', 'param': {'link_name': 'e0', 'host_name1': 'h0', 'host_name2': 's0'}})
2021-10-19 23:08:15,554 | 4223 | tracing_net.net, add_link, 203 | DEBUG | added the link (e0) between h0 and s0
2021-10-19 23:08:17,628 | 4235 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_HOST, param={'name': 'h1', 'ip': '', 'mac': ''})
2021-10-19 23:08:17,630 | 4223 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_host', 'param': {'name': 'h1', 'ip': '', 'mac': ''}})
