2021-07-21 01:42:37,940 | 10329 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-07-21 01:42:37,947 | 10329 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-07-21 01:42:38,056 | 10329 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48958) is connected
2021-07-21 01:42:38,057 | 10329 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:42:38,527 | 10329 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48962) is connected
2021-07-21 01:42:38,529 | 10329 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:42:38,900 | 10329 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48966) is connected
2021-07-21 01:42:38,912 | 10329 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:42:38,958 | 10329 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48970) is connected
2021-07-21 01:42:39,074 | 10329 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:42:39,827 | 10329 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48974) is connected
2021-07-21 01:42:39,860 | 10329 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48976) is connected
2021-07-21 01:42:39,892 | 10329 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:42:39,897 | 10329 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:42:40,812 | 10329 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 49042) is connected
2021-07-21 01:42:40,817 | 10329 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 49044) is connected
