2021-10-19 13:42:58,022 | 4411 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-19 13:42:58,024 | 4411 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-19 13:42:58,042 | 4411 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-19 13:44:07,154 | 4423 | tracing_net.api.ws_server, connect, 274 | INFO | connect sid=a8wparPKBsKN0bIYAAAB
2021-10-19 13:44:19,288 | 4423 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_SWITCH, param={'name': 's0', 'dpid': ''})
2021-10-19 13:44:19,306 | 4411 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_switch', 'param': {'name': 's0', 'dpid': ''}})
2021-10-19 13:44:19,309 | 4411 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s0)
2021-10-19 13:44:21,531 | 4423 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_HOST, param={'name': 'h0', 'ip': '', 'mac': ''})
2021-10-19 13:44:21,539 | 4411 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_host', 'param': {'name': 'h0', 'ip': '', 'mac': ''}})
2021-10-19 13:44:21,545 | 4411 | tracing_net.net, add_host, 164 | DEBUG | added the host (h0)
2021-10-19 13:44:27,023 | 4423 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_LINK, param={'link_name': 'e0', 'host_name1': 'h0', 'host_name2': 's0'})
2021-10-19 13:44:27,032 | 4411 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_link', 'param': {'link_name': 'e0', 'host_name1': 'h0', 'host_name2': 's0'}})
2021-10-19 13:44:27,033 | 4411 | tracing_net.net, add_link, 203 | DEBUG | added the link (e0) between h0 and s0
2021-10-19 13:44:28,737 | 4423 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_HOST, param={'name': 'h1', 'ip': '', 'mac': ''})
2021-10-19 13:44:28,743 | 4411 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_host', 'param': {'name': 'h1', 'ip': '', 'mac': ''}})
2021-10-19 13:44:28,745 | 4411 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-19 13:44:29,913 | 4423 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_LINK, param={'link_name': 'e1', 'host_name1': 'h1', 'host_name2': 's0'})
2021-10-19 13:44:29,914 | 4411 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_link', 'param': {'link_name': 'e1', 'host_name1': 'h1', 'host_name2': 's0'}})
2021-10-19 13:44:29,916 | 4411 | tracing_net.net, add_link, 203 | DEBUG | added the link (e1) between h1 and s0
2021-10-19 13:44:50,079 | 4423 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.START_TRACING, param={})
2021-10-19 13:44:50,086 | 4411 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'start_tracing', 'param': {}})
2021-10-19 13:44:50,087 | 4411 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-19 13:44:50,088 | 4411 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-19 13:44:50,109 | 4411 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (h0-eth0:None) started
2021-10-19 13:44:50,113 | 4411 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (h1-eth0:None) started
2021-10-19 13:44:50,114 | 4517 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on h0-eth0
2021-10-19 13:44:50,118 | 4411 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s0
2021-10-19 13:44:50,130 | 4519 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on h1-eth0
2021-10-19 13:44:50,172 | 4522 | tracing_net.flowtable.flow_monitor, flow_monitor, 99 | DEBUG | flow monitor get result NXST_FLOW_MONITOR reply (xid=0x4):
2021-10-19 13:44:50,173 | 4522 | tracing_net.flowtable.flow_monitor, flow_monitor, 99 | DEBUG | flow monitor get result event=ADDED table=0 cookie=0 actions=CONTROLLER:65535
2021-10-19 13:44:50,784 | 4423 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.START_TRACING, param={})
2021-10-19 13:44:50,787 | 4411 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'start_tracing', 'param': {}})
2021-10-19 13:44:50,788 | 4411 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-19 13:44:50,788 | 4411 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
