2021-10-20 00:53:32,131 | 4142 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 00:53:32,138 | 4142 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-20 00:53:32,148 | 4142 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 00:53:32,152 | 4142 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 00:53:32,167 | 4142 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-20 00:53:32,303 | 4142 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-20 00:53:32,391 | 4142 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-10-20 00:53:32,470 | 4142 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-10-20 00:53:32,551 | 4142 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-10-20 00:53:33,021 | 4142 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-20 00:53:33,123 | 4142 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-10-20 00:53:33,366 | 4142 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-20 00:53:33,367 | 4142 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-20 00:53:33,476 | 4142 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s1-eth1:None) started
2021-10-20 00:53:33,485 | 4142 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s1-eth2:None) started
2021-10-20 00:53:33,494 | 4282 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth1
2021-10-20 00:53:33,506 | 4284 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-20 00:53:33,518 | 4142 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s2-eth2:None) started
2021-10-20 00:53:33,525 | 4142 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-20 00:53:33,542 | 4142 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-10-20 00:53:33,545 | 4286 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s2-eth2
2021-10-20 00:53:34,166 | 4142 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 00:53:34,174 | 4142 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 00:53:34,178 | 4142 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 00:53:34,184 | 4142 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 433 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 00:53:34,211 | 4142 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 433 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 00:53:34,212 | 4142 | tracing_of_pipeline.analyzer, _polling, 393 | DEBUG | polled repository (start_time=1634691212.164566, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-20 00:53:34,213 | 4142 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l2
2021-10-20 00:53:34,420 | 4142 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l1
2021-10-20 00:53:34,420 | 4142 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l3
2021-10-20 00:53:34,596 | 4290 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 00:53:34,714 | 4294 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 00:53:34,897 | 4290 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634691214.649304 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:53:34,901 | 4290 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:53:34,949 | 4294 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634691214.800073 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:53:34,965 | 4294 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:53:35,560 | 4290 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 00:53:35,601 | 4290 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634691215.595975 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:53:35,602 | 4290 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:53:35,714 | 4294 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 00:53:35,771 | 4294 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634691215.736488 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 00:53:35,772 | 4294 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 00:53:36,165 | 4142 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 00:53:36,166 | 4142 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
