2021-10-20 02:19:29,757 | 12270 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 02:19:29,759 | 12270 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-20 02:19:29,769 | 12270 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 02:19:29,772 | 12270 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 02:19:29,776 | 12270 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-20 02:19:29,948 | 12270 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-20 02:19:30,071 | 12270 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-10-20 02:19:30,226 | 12270 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-10-20 02:19:30,346 | 12270 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-10-20 02:19:30,492 | 12270 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-20 02:19:30,551 | 12270 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-10-20 02:19:30,679 | 12270 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-20 02:19:30,684 | 12270 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-20 02:19:30,750 | 12270 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth1:12407) started
2021-10-20 02:19:30,763 | 12407 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth1
2021-10-20 02:19:30,797 | 12270 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:12409) started
2021-10-20 02:19:30,821 | 12409 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-20 02:19:30,834 | 12270 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s2-eth2:12412) started
2021-10-20 02:19:30,840 | 12270 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-20 02:19:30,844 | 12412 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s2-eth2
2021-10-20 02:19:30,856 | 12270 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-10-20 02:19:31,775 | 12270 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:19:31,782 | 12270 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:19:31,783 | 12270 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 02:19:31,787 | 12270 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 02:19:31,807 | 12270 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-20 02:19:31,831 | 12270 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634696369.772893, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-20 02:19:31,832 | 12270 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l2
2021-10-20 02:19:31,832 | 12270 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l1
2021-10-20 02:19:31,833 | 12270 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l3
2021-10-20 02:19:31,907 | 12419 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 02:19:31,951 | 12415 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 02:19:32,101 | 12415 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634696372.043713 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:19:32,108 | 12415 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:19:32,208 | 12419 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634696372.186803 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:19:32,208 | 12419 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:19:32,875 | 12415 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 02:19:32,891 | 12419 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-20 02:19:32,906 | 12415 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634696372.888946 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 02:19:32,906 | 12415 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 02:19:32,915 | 12419 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634696372.904756 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
