2021-11-08 06:30:51,659 | 30959 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-11-08 06:30:51,664 | 30959 | tracing_of_pipeline, start, 124 | INFO | OpenFlow Tracer Start
2021-11-08 06:30:51,672 | 30959 | tracing_net.net, start, 312 | INFO | mininet start
2021-11-08 06:30:51,674 | 30959 | tracing_of_pipeline.analyzer, start_analyzing, 113 | INFO | start analyzing interval (start_time = 1636353051.674014, interval = 2)
2021-11-08 06:30:51,677 | 30959 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-11-08 06:30:51,761 | 30959 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-11-08 06:30:51,862 | 30959 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-11-08 06:30:51,957 | 30959 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-11-08 06:30:52,124 | 30959 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-11-08 06:30:52,250 | 30959 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-11-08 06:30:52,318 | 30959 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-11-08 06:30:52,409 | 30959 | tracing_net.net, add_host, 164 | DEBUG | added the host (h3)
2021-11-08 06:30:52,444 | 30959 | tracing_net.net, add_link, 203 | DEBUG | added the link (l4) between s1 and h3
2021-11-08 06:30:52,533 | 30959 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-11-08 06:30:52,534 | 30959 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-11-08 06:30:52,568 | 30959 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth1:31120) started
2021-11-08 06:30:52,571 | 31120 | tracing_net.util.packet_capture, start_capture, 65 | INFO | packet capture start on s1-eth1
2021-11-08 06:30:52,578 | 30959 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:31122) started
2021-11-08 06:30:52,588 | 30959 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s2-eth2:31125) started
2021-11-08 06:30:52,589 | 31122 | tracing_net.util.packet_capture, start_capture, 65 | INFO | packet capture start on s1-eth2
2021-11-08 06:30:52,592 | 31125 | tracing_net.util.packet_capture, start_capture, 65 | INFO | packet capture start on s2-eth2
2021-11-08 06:30:52,612 | 30959 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth3:31128) started
2021-11-08 06:30:52,616 | 30959 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
