2021-10-20 03:34:39,049 | 4145 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 03:34:39,052 | 4145 | tracing_of_pipeline, start, 108 | INFO | OpenFlow Tracer Start
2021-10-20 03:34:39,058 | 4145 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 03:34:39,060 | 4145 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 03:34:39,066 | 4145 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s0)
2021-10-20 03:34:39,182 | 4145 | tracing_net.net, add_host, 164 | DEBUG | added the host (h0)
2021-10-20 03:34:39,260 | 4145 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s0 and h0
2021-10-20 03:34:39,377 | 4145 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-20 03:34:39,430 | 4145 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s0 and s1
2021-10-20 03:34:39,541 | 4145 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-20 03:34:39,582 | 4145 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s1 and h1
2021-10-20 03:34:39,659 | 4145 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-20 03:34:39,661 | 4145 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-20 03:34:39,690 | 4145 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s0-eth1:4282) started
2021-10-20 03:34:39,696 | 4145 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s0-eth2:4284) started
2021-10-20 03:34:39,699 | 4284 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s0-eth2
2021-10-20 03:34:39,702 | 4282 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s0-eth1
2021-10-20 03:34:39,706 | 4145 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:4286) started
2021-10-20 03:34:39,707 | 4145 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s0
2021-10-20 03:34:39,714 | 4145 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-20 03:34:39,718 | 4286 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-20 03:34:40,721 | 4290 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-20 03:34:40,731 | 4293 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 03:34:40,797 | 4293 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634700880.755618 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 03:34:40,798 | 4293 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
