2021-10-19 13:59:25,660 | 7379 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-19 13:59:25,664 | 7379 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-19 13:59:25,692 | 7379 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-19 13:59:27,047 | 7391 | tracing_net.api.ws_server, connect, 274 | INFO | connect sid=1yqjSjMACxUiaTLXAAAB
2021-10-19 13:59:28,565 | 7391 | tracing_net.api.ws_server, disconnect, 279 | INFO | disconnect sid=1yqjSjMACxUiaTLXAAAB
2021-10-19 13:59:33,955 | 7391 | tracing_net.api.ws_server, connect, 274 | INFO | connect sid=I52UTa2Wb84-mzehAAAD
2021-10-19 13:59:46,838 | 7391 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_SWITCH, param={'name': 's0', 'dpid': ''})
2021-10-19 13:59:46,840 | 7379 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_switch', 'param': {'name': 's0', 'dpid': ''}})
2021-10-19 13:59:46,841 | 7379 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s0)
2021-10-19 13:59:51,441 | 7391 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_HOST, param={'name': 'h0', 'ip': '', 'mac': ''})
2021-10-19 13:59:51,448 | 7379 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_host', 'param': {'name': 'h0', 'ip': '', 'mac': ''}})
2021-10-19 13:59:51,463 | 7379 | tracing_net.net, add_host, 164 | DEBUG | added the host (h0)
2021-10-19 13:59:52,979 | 7391 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_LINK, param={'link_name': 'e0', 'host_name1': 'h0', 'host_name2': 's0'})
2021-10-19 13:59:52,980 | 7379 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_link', 'param': {'link_name': 'e0', 'host_name1': 'h0', 'host_name2': 's0'}})
2021-10-19 13:59:52,981 | 7379 | tracing_net.net, add_link, 203 | DEBUG | added the link (e0) between h0 and s0
2021-10-19 13:59:54,447 | 7391 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_HOST, param={'name': 'h1', 'ip': '', 'mac': ''})
2021-10-19 13:59:54,448 | 7379 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_host', 'param': {'name': 'h1', 'ip': '', 'mac': ''}})
2021-10-19 13:59:54,449 | 7379 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-19 13:59:55,565 | 7391 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_LINK, param={'link_name': 'e1', 'host_name1': 'h1', 'host_name2': 's0'})
2021-10-19 13:59:55,567 | 7379 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_link', 'param': {'link_name': 'e1', 'host_name1': 'h1', 'host_name2': 's0'}})
2021-10-19 13:59:55,567 | 7379 | tracing_net.net, add_link, 203 | DEBUG | added the link (e1) between h1 and s0
2021-10-19 14:00:00,352 | 7391 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.START_TRACING, param={})
2021-10-19 14:00:00,356 | 7379 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'start_tracing', 'param': {}})
2021-10-19 14:00:00,357 | 7379 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-19 14:00:00,359 | 7379 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-19 14:00:00,393 | 7379 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (h0-eth0:None) started
2021-10-19 14:00:00,400 | 7379 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (h1-eth0:None) started
2021-10-19 14:00:00,400 | 7486 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on h0-eth0
2021-10-19 14:00:00,405 | 7379 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s0
2021-10-19 14:00:00,409 | 7488 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on h1-eth0
2021-10-19 14:00:00,484 | 7491 | tracing_net.flowtable.flow_monitor, flow_monitor, 99 | DEBUG | flow monitor get result NXST_FLOW_MONITOR reply (xid=0x4):
2021-10-19 14:00:00,485 | 7491 | tracing_net.flowtable.flow_monitor, flow_monitor, 99 | DEBUG | flow monitor get result event=ADDED table=0 cookie=0 actions=CONTROLLER:65535
2021-10-19 14:00:01,436 | 7491 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-19 14:00:01,504 | 7491 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634652001.484567 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):', ' cookie=0x0, duration=14.480s, table=0, n_packets=11, n_bytes=922, priority=0 actions=CONTROLLER:65535']
2021-10-19 14:00:01,572 | 7379 | tracing_net.flowtable.table_repository, add, 91 | DEBUG | flow table update to new_table=<FlowTables(datapath=0, timestamp=1634652001.484567, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])> on switch = s0
2021-10-19 14:00:01,561 | 7491 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | DEBUG | parsed dump flows result to table 1634652001.484567 : <FlowTables(datapath=0, timestamp=1634652001.484567, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])>
2021-10-19 14:00:02,436 | 7491 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-19 14:00:02,515 | 7491 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634652002.499191 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):', ' cookie=0x0, duration=15.492s, table=0, n_packets=11, n_bytes=922, priority=0 actions=CONTROLLER:65535']
2021-10-19 14:00:02,516 | 7491 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | DEBUG | parsed dump flows result to table 1634652002.499191 : <FlowTables(datapath=0, timestamp=1634652002.499191, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])>
2021-10-19 14:00:03,436 | 7491 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-19 14:00:03,447 | 7491 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634652003.444015 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):', ' cookie=0x0, duration=16.424s, table=0, n_packets=11, n_bytes=922, priority=0 actions=CONTROLLER:65535']
2021-10-19 14:00:03,448 | 7491 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | DEBUG | parsed dump flows result to table 1634652003.444015 : <FlowTables(datapath=0, timestamp=1634652003.444015, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])>
2021-10-19 14:00:04,444 | 7491 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-19 14:00:04,480 | 7491 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634652004.462059 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):', ' cookie=0x0, duration=17.456s, table=0, n_packets=11, n_bytes=922, priority=0 actions=CONTROLLER:65535']
2021-10-19 14:00:04,482 | 7491 | tracing_net.flowtable.flow_monitor, read_dump_flow, 80 | DEBUG | parsed dump flows result to table 1634652004.462059 : <FlowTables(datapath=0, timestamp=1634652004.462059, flows=[<Flow(table=0, priority=0, match={}, actions=[<InstructionApplyAction type=4>])>])>
2021-10-19 14:00:05,440 | 7491 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
