2021-10-19 08:43:34,747 | 3981 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-10-19 08:43:34,750 | 3981 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-10-19 08:43:35,103 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37366) is connected
2021-10-19 08:43:35,135 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:35,386 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37370) is connected
2021-10-19 08:43:35,399 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:36,473 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37374) is connected
2021-10-19 08:43:36,474 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:36,659 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37378) is connected
2021-10-19 08:43:36,667 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:37,357 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37382) is connected
2021-10-19 08:43:37,365 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:37,366 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37386) is connected
2021-10-19 08:43:37,375 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:38,314 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37390) is connected
2021-10-19 08:43:38,315 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37392) is connected
2021-10-19 08:43:38,317 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:38,319 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:39,335 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37398) is connected
2021-10-19 08:43:39,339 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37400) is connected
2021-10-19 08:43:39,344 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:39,350 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:40,433 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37406) is connected
2021-10-19 08:43:40,439 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37408) is connected
2021-10-19 08:43:40,444 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:40,553 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:40,579 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:40,597 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:41,455 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37414) is connected
2021-10-19 08:43:41,458 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37416) is connected
2021-10-19 08:43:41,468 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:41,469 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:42,417 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37422) is connected
2021-10-19 08:43:42,752 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:42,758 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:43,437 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37424) is connected
2021-10-19 08:43:43,560 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:43,565 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:44,381 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37430) is connected
2021-10-19 08:43:44,562 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37432) is connected
2021-10-19 08:43:44,574 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:44,566 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:44,633 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:44,637 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:45,365 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37438) is connected
2021-10-19 08:43:45,380 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37440) is connected
2021-10-19 08:43:45,388 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:45,405 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:46,317 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37486) is connected
2021-10-19 08:43:46,325 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37488) is connected
2021-10-19 08:43:46,326 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:46,327 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:47,108 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:47,115 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:47,324 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37514) is connected
2021-10-19 08:43:47,334 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37516) is connected
2021-10-19 08:43:47,861 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:47,965 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:48,722 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:48,723 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:48,842 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37522) is connected
2021-10-19 08:43:48,879 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37524) is connected
2021-10-19 08:43:48,934 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:48,938 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:49,355 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37530) is connected
2021-10-19 08:43:49,428 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37532) is connected
2021-10-19 08:43:49,520 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:49,528 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:50,310 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37538) is connected
2021-10-19 08:43:50,357 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37540) is connected
2021-10-19 08:43:50,403 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:50,433 | 3981 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-19 08:43:50,577 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:50,615 | 3971 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-19 08:43:51,397 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37546) is connected
2021-10-19 08:43:52,094 | 3981 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 37548) is connected
