2021-11-09 08:41:05,082 | 6594 | ofcapture.proxy.proxy, start_server, 232 | INFO | Server on ('127.0.0.1', 63333)
2021-11-09 08:41:05,084 | 6594 | ofcapture.proxy.proxy, start_server, 235 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-11-09 08:41:05,292 | 6594 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 49876) is connected
2021-11-09 08:41:05,294 | 6594 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:41:05,717 | 6594 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 49880) is connected
2021-11-09 08:41:05,723 | 6594 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:41:06,253 | 6594 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 49884) is connected
2021-11-09 08:41:06,254 | 6594 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 49886) is connected
2021-11-09 08:41:06,255 | 6594 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:41:06,256 | 6594 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:41:07,086 | 6584 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-11-09 08:41:07,087 | 6584 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-11-09 08:41:07,253 | 6594 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 49920) is connected
2021-11-09 08:41:07,254 | 6594 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 49922) is connected
