2021-07-21 01:20:41,672 | 8275 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-07-21 01:20:41,675 | 8275 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-07-21 01:20:41,790 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 44842) is connected
2021-07-21 01:20:41,799 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:42,070 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 44846) is connected
2021-07-21 01:20:42,072 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:42,802 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 44850) is connected
2021-07-21 01:20:42,805 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 44852) is connected
2021-07-21 01:20:42,806 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:42,824 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:43,796 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 44918) is connected
2021-07-21 01:20:43,810 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 44920) is connected
2021-07-21 01:20:43,819 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:43,832 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:44,701 | 8265 | ofcapture.of_msg_repository, pop, 92 | ERROR | Failed to pop from of repository (repo={})
2021-07-21 01:20:44,703 | 8265 | ofcapture.of_msg_repository, pop, 92 | ERROR | Failed to pop from of repository (repo={})
2021-07-21 01:20:44,805 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 44926) is connected
2021-07-21 01:20:44,807 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 44928) is connected
2021-07-21 01:20:44,841 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:44,904 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:45,796 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 44974) is connected
2021-07-21 01:20:45,804 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 44976) is connected
2021-07-21 01:20:45,808 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:45,809 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:46,665 | 8265 | ofcapture.of_msg_repository, pop, 92 | ERROR | Failed to pop from of repository (repo={})
2021-07-21 01:20:46,687 | 8265 | ofcapture.of_msg_repository, pop, 92 | ERROR | Failed to pop from of repository (repo={})
2021-07-21 01:20:46,798 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 45002) is connected
2021-07-21 01:20:46,807 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 45004) is connected
2021-07-21 01:20:46,809 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:46,815 | 8275 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 01:20:47,806 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 45010) is connected
2021-07-21 01:20:47,807 | 8275 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 45012) is connected
2021-07-21 01:20:47,820 | 8275 | ofcapture.proxy.proxy, handle_controller, 364 | INFO | connected Controller ('127.0.0.1', 6633)
2021-07-21 01:20:47,830 | 8275 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(707)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 707}, 'elements': []}
2021-07-21 01:20:47,836 | 8275 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(708)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 708}, 'elements': []}
2021-07-21 01:20:47,837 | 8275 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(2394242911)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 2394242911}, 'elements': []}
2021-07-21 01:20:47,837 | 8275 | ofcapture.proxy.proxy, handle_controller, 364 | INFO | connected Controller ('127.0.0.1', 6633)
2021-07-21 01:20:47,841 | 8275 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(3868791070)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 3868791070}, 'elements': [{'element_type': 1029, 'length': 8, 'content': {'enum_ref': None}}]}
2021-07-21 01:20:47,849 | 8275 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REQUEST FeaturesRequest(xid=UBInt32(2394242912)) {'header': {'version': 4, 'message_type': 5, 'length': 8, 'xid': 2394242912}}
2021-07-21 01:20:47,858 | 8275 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REPLY FeaturesReply(xid=UBInt32(3868791071)) {'header': {'version': 4, 'message_type': 6, 'length': 32, 'xid': 3868791071}, 'datapath_id': {'enum_ref': None}, 'n_buffers': 0, 'n_tables': 254, 'auxiliary_id': 0, 'pad': {'enum_ref': None}, 'capabilities': '79', 'reserved': 0}
