2021-11-09 08:19:58,160 | 3744 | ofcapture.proxy.proxy, start_server, 232 | INFO | Server on ('127.0.0.1', 63333)
2021-11-09 08:19:58,163 | 3744 | ofcapture.proxy.proxy, start_server, 235 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-11-09 08:19:58,257 | 3744 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 44876) is connected
2021-11-09 08:19:58,263 | 3744 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:19:58,453 | 3744 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 44880) is connected
2021-11-09 08:19:58,463 | 3744 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:19:59,251 | 3744 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 44884) is connected
2021-11-09 08:19:59,253 | 3744 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 44886) is connected
2021-11-09 08:19:59,254 | 3744 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:19:59,255 | 3744 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:20:00,162 | 3734 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-11-09 08:20:00,162 | 3734 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-11-09 08:20:00,253 | 3744 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 44972) is connected
2021-11-09 08:20:00,256 | 3744 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 44974) is connected
2021-11-09 08:20:00,257 | 3744 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:20:00,258 | 3744 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:20:01,259 | 3744 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 45060) is connected
2021-11-09 08:20:01,263 | 3744 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 45062) is connected
2021-11-09 08:20:01,265 | 3744 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:20:01,267 | 3744 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-09 08:20:02,161 | 3734 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-11-09 08:20:02,163 | 3734 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-11-09 08:20:02,253 | 3744 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 45068) is connected
2021-11-09 08:20:02,267 | 3744 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 45070) is connected
2021-11-09 08:20:02,270 | 3744 | ofcapture.proxy.proxy, handle_controller, 365 | INFO | connected Controller ('127.0.0.1', 6633)
2021-11-09 08:20:02,279 | 3744 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(153)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 153}, 'elements': []}
2021-11-09 08:20:02,285 | 3744 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(152)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 152}, 'elements': []}
2021-11-09 08:20:02,285 | 3744 | ofcapture.proxy.proxy, handle_controller, 365 | INFO | connected Controller ('127.0.0.1', 6633)
2021-11-09 08:20:02,287 | 3744 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(3187367070)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 3187367070}, 'elements': []}
2021-11-09 08:20:02,289 | 3744 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(2980523895)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 2980523895}, 'elements': [{'element_type': 1029, 'length': 8, 'content': b'\xb1\xa7/x'}]}
2021-11-09 08:20:02,290 | 3744 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REQUEST FeaturesRequest(xid=UBInt32(3187367071)) {'header': {'version': 4, 'message_type': 5, 'length': 8, 'xid': 3187367071}}
2021-11-09 08:20:02,295 | 3744 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REPLY FeaturesReply(xid=UBInt32(2980523896)) {'header': {'version': 4, 'message_type': 6, 'length': 32, 'xid': 2980523896}, 'datapath_id': '00:00:00:00:00:00:00:02', 'n_buffers': 0, 'n_tables': 254, 'auxiliary_id': 0, 'pad': None, 'capabilities': '79', 'reserved': 0}
2021-11-09 08:20:02,303 | 3744 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REPLY FeaturesReply(xid=UBInt32(3187367071)) {'header': {'version': 4, 'message_type': 6, 'length': 32, 'xid': 3187367071}, 'datapath_id': '00:00:00:00:00:00:00:01', 'n_buffers': 0, 'n_tables': 254, 'auxiliary_id': 0, 'pad': None, 'capabilities': '79', 'reserved': 0}
