2021-10-19 15:07:58,568 | 3670 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-19 15:07:58,570 | 3670 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-19 15:07:58,591 | 3670 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-19 15:08:01,899 | 3682 | tracing_net.api.ws_server, connect, 275 | INFO | connect sid=78vgbzONgknlPzekAAAB
2021-10-19 15:08:01,939 | 3682 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.GET_TRACE, param={})
2021-10-19 15:08:01,941 | 3682 | tracing_net.api.ws_server, wait_traces, 159 | DEBUG | wait packet trace.....
2021-10-19 15:08:01,941 | 3670 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'get_trace', 'param': {}})
2021-10-19 15:08:01,942 | 3670 | tracing_net.api.ws_server, emit2client, 116 | DEBUG | MessageHub receives messages from net and emits them to clients. (event=WSEvent.GET_TRACE, param=b'')
2021-10-19 15:08:01,944 | 3682 | tracing_net.api.ws_server, wait_traces, 162 | DEBUG | MessageHub receives traces from vnet. (traces length=0)
2021-10-19 15:08:01,948 | 3682 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.GET_TRACE, param={})
2021-10-19 15:08:01,949 | 3670 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'get_trace', 'param': {}})
2021-10-19 15:08:01,949 | 3682 | tracing_net.api.ws_server, wait_traces, 159 | DEBUG | wait packet trace.....
2021-10-19 15:08:01,950 | 3670 | tracing_net.api.ws_server, emit2client, 116 | DEBUG | MessageHub receives messages from net and emits them to clients. (event=WSEvent.GET_TRACE, param=b'')
2021-10-19 15:08:01,953 | 3682 | tracing_net.api.ws_server, wait_traces, 162 | DEBUG | MessageHub receives traces from vnet. (traces length=0)
2021-10-19 15:08:01,958 | 3682 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.GET_TRACE, param={})
2021-10-19 15:08:01,958 | 3682 | tracing_net.api.ws_server, wait_traces, 159 | DEBUG | wait packet trace.....
2021-10-19 15:08:01,958 | 3670 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'get_trace', 'param': {}})
2021-10-19 15:08:01,959 | 3670 | tracing_net.api.ws_server, emit2client, 116 | DEBUG | MessageHub receives messages from net and emits them to clients. (event=WSEvent.GET_TRACE, param=b'')
2021-10-19 15:08:01,960 | 3682 | tracing_net.api.ws_server, wait_traces, 162 | DEBUG | MessageHub receives traces from vnet. (traces length=0)
2021-10-19 15:08:06,639 | 3682 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.GET_TRACE, param={})
2021-10-19 15:08:06,647 | 3670 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'get_trace', 'param': {}})
2021-10-19 15:08:06,650 | 3670 | tracing_net.api.ws_server, emit2client, 116 | DEBUG | MessageHub receives messages from net and emits them to clients. (event=WSEvent.GET_TRACE, param=b'')
2021-10-19 15:08:06,647 | 3682 | tracing_net.api.ws_server, wait_traces, 159 | DEBUG | wait packet trace.....
2021-10-19 15:08:06,653 | 3682 | tracing_net.api.ws_server, wait_traces, 162 | DEBUG | MessageHub receives traces from vnet. (traces length=0)
2021-10-19 15:08:07,061 | 3682 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.GET_TRACE, param={})
2021-10-19 15:08:07,066 | 3670 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'get_trace', 'param': {}})
2021-10-19 15:08:07,070 | 3670 | tracing_net.api.ws_server, emit2client, 116 | DEBUG | MessageHub receives messages from net and emits them to clients. (event=WSEvent.GET_TRACE, param=b'')
2021-10-19 15:08:07,064 | 3682 | tracing_net.api.ws_server, wait_traces, 159 | DEBUG | wait packet trace.....
2021-10-19 15:08:07,100 | 3682 | tracing_net.api.ws_server, wait_traces, 162 | DEBUG | MessageHub receives traces from vnet. (traces length=0)
2021-10-19 15:08:08,060 | 3682 | tracing_net.api.ws_server, emit2net, 110 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.GET_TRACE, param={})
2021-10-19 15:08:08,067 | 3682 | tracing_net.api.ws_server, wait_traces, 159 | DEBUG | wait packet trace.....
2021-10-19 15:08:08,067 | 3670 | tracing_net.api.ws_server, get_from_client, 124 | DEBUG | MessageHub receives messages from clients. (response={'event': 'get_trace', 'param': {}})
2021-10-19 15:08:08,068 | 3670 | tracing_net.api.ws_server, emit2client, 116 | DEBUG | MessageHub receives messages from net and emits them to clients. (event=WSEvent.GET_TRACE, param=b'')
2021-10-19 15:08:08,069 | 3682 | tracing_net.api.ws_server, wait_traces, 162 | DEBUG | MessageHub receives traces from vnet. (traces length=0)
