2021-07-21 00:11:05,897 | 7454 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-07-21 00:11:05,914 | 7454 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-07-21 00:11:06,018 | 7454 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48378) is connected
2021-07-21 00:11:06,020 | 7454 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 00:11:06,231 | 7454 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48382) is connected
2021-07-21 00:11:06,233 | 7454 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 00:11:06,640 | 7454 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48386) is connected
2021-07-21 00:11:06,663 | 7454 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48388) is connected
2021-07-21 00:11:06,688 | 7454 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 00:11:06,693 | 7454 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 00:11:07,620 | 7454 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48434) is connected
2021-07-21 00:11:07,621 | 7454 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48436) is connected
2021-07-21 00:11:07,622 | 7454 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 00:11:07,622 | 7454 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 00:11:08,620 | 7574 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48522) is connected
2021-07-21 00:11:08,633 | 7574 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48524) is connected
2021-07-21 00:11:08,638 | 7574 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 00:11:08,642 | 7574 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-07-21 00:11:09,619 | 7574 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 48530) is connected
