2021-11-10 02:59:29,366 | 6760 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-11-10 02:59:29,369 | 6760 | tracing_of_pipeline, start, 125 | INFO | OpenFlow Tracer Start
2021-11-10 02:59:29,375 | 6760 | tracing_net.net, start, 312 | INFO | mininet start
2021-11-10 02:59:29,377 | 6760 | tracing_of_pipeline.analyzer, start_analyzing, 143 | INFO | start analyzing interval (start_time = 1636513169.377358, interval = 2)
2021-11-10 02:59:30,099 | 6760 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-11-10 02:59:30,161 | 6924 | tracing_net.util.packet_capture, start_capture, 65 | INFO | packet capture start on s1-eth1
2021-11-10 02:59:30,166 | 6928 | tracing_net.util.packet_capture, start_capture, 65 | INFO | packet capture start on s2-eth2
2021-11-10 02:59:30,177 | 6760 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-11-10 02:59:30,178 | 6930 | tracing_net.util.packet_capture, start_capture, 65 | INFO | packet capture start on s1-eth3
2021-11-10 02:59:30,170 | 6926 | tracing_net.util.packet_capture, start_capture, 65 | INFO | packet capture start on s1-eth2
2021-11-10 02:59:30,186 | 6760 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-11-10 02:59:31,220 | 6934 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-11-10 02:59:31,253 | 6939 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-11-10 02:59:31,378 | 6760 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-11-10 02:59:31,379 | 6760 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-11-10 02:59:31,380 | 6760 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-11-10 02:59:31,380 | 6760 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-11-10 02:59:31,382 | 6760 | tracing_of_pipeline.analyzer, analyze, 251 | WARNING | No packet in edge l2
2021-11-10 02:59:31,382 | 6760 | tracing_of_pipeline.analyzer, analyze, 251 | WARNING | No packet in edge l1
2021-11-10 02:59:31,383 | 6760 | tracing_of_pipeline.analyzer, analyze, 251 | WARNING | No packet in edge l3
2021-11-10 02:59:31,383 | 6760 | tracing_of_pipeline.analyzer, analyze, 251 | WARNING | No packet in edge l4
2021-11-10 02:59:32,218 | 6934 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-11-10 02:59:32,246 | 6939 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-11-10 02:59:33,203 | 6934 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-11-10 02:59:33,232 | 6939 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-11-10 02:59:33,381 | 6760 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-11-10 02:59:33,393 | 6760 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-11-10 02:59:33,395 | 6760 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-11-10 02:59:33,396 | 6760 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
