2021-10-26 02:32:17,769 | 3077 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-10-26 02:32:17,770 | 3077 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-10-26 02:32:17,952 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50740) is connected
2021-10-26 02:32:17,995 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:18,115 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50744) is connected
2021-10-26 02:32:18,117 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:18,298 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50748) is connected
2021-10-26 02:32:18,314 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:19,111 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50752) is connected
2021-10-26 02:32:19,113 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50754) is connected
2021-10-26 02:32:19,114 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:19,115 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:19,817 | 3067 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-26 02:32:19,951 | 3067 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-26 02:32:20,125 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50760) is connected
2021-10-26 02:32:20,133 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50762) is connected
2021-10-26 02:32:20,135 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:20,148 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:21,110 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50768) is connected
2021-10-26 02:32:21,112 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50770) is connected
2021-10-26 02:32:21,115 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:21,116 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:21,738 | 3067 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-26 02:32:21,741 | 3067 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-26 02:32:22,113 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50776) is connected
2021-10-26 02:32:22,115 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50778) is connected
2021-10-26 02:32:22,115 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:22,116 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:23,111 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50846) is connected
2021-10-26 02:32:23,127 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50848) is connected
2021-10-26 02:32:23,134 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:23,135 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:23,746 | 3067 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-26 02:32:23,753 | 3067 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-26 02:32:24,111 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50914) is connected
2021-10-26 02:32:24,113 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50916) is connected
2021-10-26 02:32:24,131 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:24,137 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:25,117 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50922) is connected
2021-10-26 02:32:25,120 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50924) is connected
2021-10-26 02:32:25,125 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:25,127 | 3077 | ofcapture.proxy.proxy, open_connection, 350 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-10-26 02:32:25,775 | 3067 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-26 02:32:25,777 | 3067 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-10-26 02:32:26,112 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50930) is connected
2021-10-26 02:32:26,121 | 3077 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 50932) is connected
