2021-10-20 03:22:26,542 | 5239 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 03:22:26,543 | 5239 | tracing_of_pipeline, start, 108 | INFO | OpenFlow Tracer Start
2021-10-20 03:22:26,551 | 5239 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 03:22:26,552 | 5239 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 03:22:26,557 | 5239 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s0)
2021-10-20 03:22:26,670 | 5239 | tracing_net.net, add_host, 164 | DEBUG | added the host (h0)
2021-10-20 03:22:26,749 | 5239 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s0 and h0
2021-10-20 03:22:26,813 | 5239 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-20 03:22:26,876 | 5239 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s0 and s1
2021-10-20 03:22:26,989 | 5239 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-20 03:22:27,012 | 5239 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s1 and h1
2021-10-20 03:22:27,087 | 5239 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-20 03:22:27,088 | 5239 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-20 03:22:27,123 | 5239 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s0-eth1:5376) started
2021-10-20 03:22:27,124 | 5376 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s0-eth1
2021-10-20 03:22:27,132 | 5239 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s0-eth2:5378) started
2021-10-20 03:22:27,138 | 5239 | tracing_net.packet_capture_manager, start_capture, 88 | DEBUG | capture process (s1-eth2:5380) started
2021-10-20 03:22:27,139 | 5239 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s0
2021-10-20 03:22:27,143 | 5239 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-20 03:22:27,145 | 5378 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s0-eth2
2021-10-20 03:22:27,147 | 5380 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-20 03:22:28,147 | 5383 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-20 03:22:28,184 | 5387 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-20 03:22:28,349 | 5383 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634700148.171611 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 03:22:28,366 | 5383 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 03:22:28,480 | 5387 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634700148.472207 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-20 03:22:28,481 | 5387 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-20 03:22:28,557 | 5239 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 03:22:28,558 | 5239 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 03:22:28,558 | 5239 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-20 03:22:28,559 | 5239 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 437 | ERROR | Failed to get datapath_id s0
2021-10-20 03:22:28,560 | 5239 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 434 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-20 03:22:28,560 | 5239 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634700146.554431, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': []}
2021-10-20 03:22:28,561 | 5239 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l2
2021-10-20 03:22:28,562 | 5239 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l1
2021-10-20 03:22:28,562 | 5239 | tracing_of_pipeline.analyzer, analyze, 166 | WARNING | No packet in edge l3
2021-10-20 03:22:29,147 | 5383 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s0
2021-10-20 03:22:29,185 | 5387 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
