2021-10-20 01:25:21,097 | 6609 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-20 01:25:21,100 | 6609 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-20 01:25:21,113 | 6609 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-20 01:25:21,114 | 6609 | tracing_of_pipeline.analyzer, start_analyzing, 103 | INFO | start analyzing
2021-10-20 01:25:23,200 | 6609 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693121.114865, until=0) values = {} {} {}
2021-10-20 01:25:23,646 | 6621 | tracing_net.api.ws_server, connect, 280 | INFO | connect sid=2akWYYvM1RwiRYPmAAAB
2021-10-20 01:25:25,143 | 6609 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693121.114865, until=1) values = {} {} {}
2021-10-20 01:25:26,648 | 6621 | tracing_net.api.ws_server, disconnect, 285 | INFO | disconnect sid=2akWYYvM1RwiRYPmAAAB
2021-10-20 01:25:27,132 | 6609 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693121.114865, until=2) values = {} {} {}
2021-10-20 01:25:29,117 | 6609 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693121.114865, until=3) values = {} {} {}
2021-10-20 01:25:31,115 | 6609 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693121.114865, until=4) values = {} {} {}
2021-10-20 01:25:33,119 | 6609 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693121.114865, until=5) values = {} {} {}
2021-10-20 01:25:33,228 | 6621 | tracing_net.api.ws_server, connect, 280 | INFO | connect sid=E3r41T6KaemqtesMAAAD
2021-10-20 01:25:35,141 | 6609 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693121.114865, until=6) values = {} {} {}
2021-10-20 01:25:37,249 | 6609 | tracing_of_pipeline.analyzer, _polling, 394 | DEBUG | polled repository (start_time=1634693121.114865, until=7) values = {} {} {}
