2021-10-19 14:20:59,442 | 3001 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-19 14:20:59,444 | 3001 | tracing_of_pipeline, start, 105 | INFO | OpenFlow Tracer Start
2021-10-19 14:20:59,464 | 3001 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-19 14:21:05,626 | 3013 | tracing_net.api.ws_server, connect, 274 | INFO | connect sid=DaTz6aEAirYXbr5CAAAB
2021-10-19 14:21:05,684 | 3013 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_SWITCH, param={'name': 's0', 'dpid': ''})
2021-10-19 14:21:05,685 | 3001 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_switch', 'param': {'name': 's0', 'dpid': ''}})
2021-10-19 14:21:05,686 | 3001 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s0)
2021-10-19 14:21:05,686 | 3013 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_HOST, param={'name': 'h0', 'ip': '', 'mac': ''})
2021-10-19 14:21:05,687 | 3013 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_LINK, param={'link_name': 'e0', 'host_name1': 'h0', 'host_name2': 's0'})
2021-10-19 14:21:05,689 | 3013 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_HOST, param={'name': 'h1', 'ip': '', 'mac': ''})
2021-10-19 14:21:05,690 | 3013 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.ADD_LINK, param={'link_name': 'e1', 'host_name1': 'h1', 'host_name2': 's0'})
2021-10-19 14:21:05,692 | 3013 | tracing_net.api.ws_server, emit2net, 109 | DEBUG | MessageHub receives messages from clients and emits them to the vnet. (event=WSEvent.START_TRACING, param={})
2021-10-19 14:21:05,800 | 3001 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_host', 'param': {'name': 'h0', 'ip': '', 'mac': ''}})
2021-10-19 14:21:05,800 | 3001 | tracing_net.net, add_host, 164 | DEBUG | added the host (h0)
2021-10-19 14:21:05,847 | 3001 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_link', 'param': {'link_name': 'e0', 'host_name1': 'h0', 'host_name2': 's0'}})
2021-10-19 14:21:05,848 | 3001 | tracing_net.net, add_link, 203 | DEBUG | added the link (e0) between h0 and s0
2021-10-19 14:21:05,884 | 3001 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_host', 'param': {'name': 'h1', 'ip': '', 'mac': ''}})
2021-10-19 14:21:05,886 | 3001 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-19 14:21:05,913 | 3001 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'add_link', 'param': {'link_name': 'e1', 'host_name1': 'h1', 'host_name2': 's0'}})
2021-10-19 14:21:05,913 | 3001 | tracing_net.net, add_link, 203 | DEBUG | added the link (e1) between h1 and s0
2021-10-19 14:21:05,948 | 3001 | tracing_net.api.ws_server, get_from_client, 123 | DEBUG | MessageHub receives messages from clients. (response={'event': 'start_tracing', 'param': {}})
2021-10-19 14:21:05,950 | 3001 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-19 14:21:05,953 | 3001 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-19 14:21:05,984 | 3001 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (h0-eth0:None) started
2021-10-19 14:21:05,987 | 3001 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (h1-eth0:None) started
