2021-10-19 13:28:52,329 | 3167 | ofcapture.proxy.proxy, start_server, 231 | INFO | Server on ('127.0.0.1', 63333)
2021-10-19 13:28:52,348 | 3167 | ofcapture.proxy.proxy, start_server, 234 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-10-19 13:29:04,906 | 3167 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 45156) is connected
2021-10-19 13:29:04,921 | 3167 | ofcapture.proxy.proxy, handle_controller, 364 | INFO | connected Controller ('127.0.0.1', 6633)
2021-10-19 13:29:04,940 | 3167 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(4014952692)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 4014952692}, 'elements': []}
2021-10-19 13:29:04,953 | 3167 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_HELLO Hello(xid=UBInt32(1)) {'header': {'version': 4, 'message_type': 0, 'length': 8, 'xid': 1}, 'elements': []}
2021-10-19 13:29:04,960 | 3167 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REQUEST FeaturesRequest(xid=UBInt32(4014952693)) {'header': {'version': 4, 'message_type': 5, 'length': 8, 'xid': 4014952693}}
2021-10-19 13:29:04,967 | 3167 | ofcapture.proxy.observer, parse, 35 | INFO | Parsed msg : OFPT_FEATURES_REPLY FeaturesReply(xid=UBInt32(4014952693)) {'header': {'version': 4, 'message_type': 6, 'length': 32, 'xid': 4014952693}, 'datapath_id': '00:00:62:91:3e:11:3b:47', 'n_buffers': 0, 'n_tables': 254, 'auxiliary_id': 0, 'pad': None, 'capabilities': '79', 'reserved': 0}
2021-10-19 13:29:14,895 | 3167 | ofcapture.proxy.proxy, handle_switch, 252 | INFO | Client ('127.0.0.1', 45160) is connected
2021-10-19 13:29:14,923 | 3167 | ofcapture.proxy.proxy, handle_controller, 364 | INFO | connected Controller ('127.0.0.1', 6633)
