2021-11-10 01:57:29,018 | 3218 | ofcapture.proxy.proxy, start_server, 232 | INFO | Server on ('127.0.0.1', 63333)
2021-11-10 01:57:29,028 | 3218 | ofcapture.proxy.proxy, start_server, 235 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-11-10 01:57:29,165 | 3218 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 60454) is connected
2021-11-10 01:57:29,169 | 3218 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-10 01:57:29,485 | 3218 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 60458) is connected
2021-11-10 01:57:29,492 | 3218 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-10 01:57:29,823 | 3218 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 60462) is connected
2021-11-10 01:57:29,827 | 3218 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 60464) is connected
2021-11-10 01:57:29,829 | 3218 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-10 01:57:29,830 | 3218 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-10 01:57:30,821 | 3218 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 60470) is connected
2021-11-10 01:57:30,833 | 3218 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 60472) is connected
2021-11-10 01:57:30,846 | 3218 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-10 01:57:30,852 | 3218 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-10 01:57:31,042 | 3208 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-11-10 01:57:31,044 | 3208 | ofcapture.of_msg_repository, pop, 91 | ERROR | Failed to pop from of repository (repo={})
2021-11-10 01:57:31,822 | 3218 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 60478) is connected
2021-11-10 01:57:31,834 | 3218 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 60480) is connected
2021-11-10 01:57:31,843 | 3218 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-10 01:57:31,847 | 3218 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-10 01:57:32,820 | 3218 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 60486) is connected
2021-11-10 01:57:32,822 | 3218 | ofcapture.proxy.proxy, handle_switch, 253 | INFO | Client ('127.0.0.1', 60488) is connected
2021-11-10 01:57:32,824 | 3218 | ofcapture.proxy.proxy, open_connection, 351 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
