2021-10-19 08:03:07,817 | 4479 | tracing_net.net, __init__, 99 | INFO | set up on-demand mininet
2021-10-19 08:03:07,819 | 4479 | tracing_of_pipeline, start, 103 | INFO | OpenFlow Tracer Start
2021-10-19 08:03:07,827 | 4479 | tracing_net.net, start, 312 | INFO | mininet start
2021-10-19 08:03:07,832 | 4479 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s1)
2021-10-19 08:03:07,922 | 4479 | tracing_net.net, add_host, 164 | DEBUG | added the host (h1)
2021-10-19 08:03:08,028 | 4479 | tracing_net.net, add_link, 203 | DEBUG | added the link (l2) between s1 and h1
2021-10-19 08:03:08,098 | 4479 | tracing_net.net, add_switch, 116 | DEBUG | added the switch (s2)
2021-10-19 08:03:08,161 | 4479 | tracing_net.net, add_link, 203 | DEBUG | added the link (l1) between s1 and s2
2021-10-19 08:03:08,279 | 4479 | tracing_net.net, add_host, 164 | DEBUG | added the host (h2)
2021-10-19 08:03:08,375 | 4479 | tracing_net.net, add_link, 203 | DEBUG | added the link (l3) between s2 and h2
2021-10-19 08:03:08,519 | 4479 | tracing_net.net, start_tracing, 525 | INFO | tracing start
2021-10-19 08:03:08,520 | 4479 | tracing_net.net, start_tracing, 527 | DEBUG | ipv6 is disable
2021-10-19 08:03:08,575 | 4479 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s1-eth1:None) started
2021-10-19 08:03:08,586 | 4479 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s1-eth2:None) started
2021-10-19 08:03:08,595 | 4615 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth1
2021-10-19 08:03:08,606 | 4479 | tracing_net.packet_capture_manager, start_capture, 87 | DEBUG | capture process (s2-eth2:None) started
2021-10-19 08:03:08,614 | 4479 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s1
2021-10-19 08:03:08,601 | 4617 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s1-eth2
2021-10-19 08:03:08,621 | 4619 | tracing_net.util.packet_capture, start_capture, 58 | INFO | packet capture start on s2-eth2
2021-10-19 08:03:08,638 | 4479 | tracing_net.flowtable.flow_monitor, __init__, 46 | INFO | flow monitor start : s2
2021-10-19 08:03:08,736 | 4622 | tracing_net.flowtable.flow_monitor, flow_monitor, 99 | DEBUG | flow monitor get result NXST_FLOW_MONITOR reply (xid=0x4):
2021-10-19 08:03:08,784 | 4625 | tracing_net.flowtable.flow_monitor, flow_monitor, 99 | DEBUG | flow monitor get result NXST_FLOW_MONITOR reply (xid=0x4):
2021-10-19 08:03:09,660 | 4622 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-19 08:03:09,679 | 4625 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-19 08:03:09,726 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630589.686995 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:09,727 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 08:03:09,740 | 4625 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630589.720595 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:09,740 | 4625 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 08:03:10,660 | 4622 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-19 08:03:10,672 | 4479 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 08:03:10,695 | 4625 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-19 08:03:10,684 | 4479 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 08:03:10,706 | 4479 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 08:03:10,800 | 4479 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 415 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-19 08:03:10,801 | 4479 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 415 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-19 08:03:10,803 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630590.777511 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:10,803 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 08:03:10,811 | 4625 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630590.751982 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:10,812 | 4625 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 08:03:10,814 | 4479 | tracing_of_pipeline.analyzer, _polling, 375 | DEBUG | polled repository (start_time=1634630588.65829, until=0) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-19 08:03:10,818 | 4479 | tracing_of_pipeline.analyzer, analyze, 159 | WARNING | No packet in edge l2
2021-10-19 08:03:10,819 | 4479 | tracing_of_pipeline.analyzer, analyze, 159 | WARNING | No packet in edge l1
2021-10-19 08:03:10,819 | 4479 | tracing_of_pipeline.analyzer, analyze, 159 | WARNING | No packet in edge l3
2021-10-19 08:03:11,662 | 4622 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-19 08:03:11,691 | 4625 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-19 08:03:11,726 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630591.718285 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:11,727 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 08:03:11,741 | 4625 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630591.733831 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:11,745 | 4625 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 08:03:12,661 | 4479 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 08:03:12,663 | 4479 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 08:03:12,664 | 4479 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 08:03:12,688 | 4479 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 415 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-19 08:03:12,692 | 4479 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 415 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-19 08:03:12,695 | 4479 | tracing_of_pipeline.analyzer, _polling, 375 | DEBUG | polled repository (start_time=1634630588.65829, until=1) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-19 08:03:12,662 | 4622 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-19 08:03:12,678 | 4625 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-19 08:03:12,697 | 4479 | tracing_of_pipeline.analyzer, analyze, 159 | WARNING | No packet in edge l2
2021-10-19 08:03:12,707 | 4479 | tracing_of_pipeline.analyzer, analyze, 159 | WARNING | No packet in edge l1
2021-10-19 08:03:12,708 | 4479 | tracing_of_pipeline.analyzer, analyze, 159 | WARNING | No packet in edge l3
2021-10-19 08:03:12,750 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630592.711203 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:12,751 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 08:03:12,758 | 4625 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630592.719164 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:12,760 | 4625 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 08:03:13,660 | 4622 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-19 08:03:13,701 | 4625 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-19 08:03:13,876 | 4625 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630593.71954 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:13,880 | 4625 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 08:03:13,876 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630593.856027 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:13,881 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
2021-10-19 08:03:14,660 | 4479 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 08:03:14,672 | 4479 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 08:03:14,663 | 4622 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s1
2021-10-19 08:03:14,675 | 4479 | tracing_net.packet_repository, pop, 73 | ERROR | Failed to pop from packet repository (repo={})
2021-10-19 08:03:14,677 | 4479 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 415 | DEBUG | tmp_p = None, s_dpip = 1
2021-10-19 08:03:14,678 | 4625 | tracing_net.flowtable.flow_monitor, dump_flows, 57 | DEBUG | exec dump flows on s2
2021-10-19 08:03:14,685 | 4479 | tracing_of_pipeline.analyzer, _poll_packet_inout_repo, 415 | DEBUG | tmp_p = None, s_dpip = 2
2021-10-19 08:03:14,690 | 4479 | tracing_of_pipeline.analyzer, _polling, 375 | DEBUG | polled repository (start_time=1634630588.65829, until=2) values = {'l2': [], 'l1': [], 'l3': []} {} {'s1': [], 's2': []}
2021-10-19 08:03:14,691 | 4479 | tracing_of_pipeline.analyzer, analyze, 159 | WARNING | No packet in edge l2
2021-10-19 08:03:14,697 | 4479 | tracing_of_pipeline.analyzer, analyze, 159 | WARNING | No packet in edge l1
2021-10-19 08:03:14,701 | 4479 | tracing_of_pipeline.analyzer, analyze, 159 | WARNING | No packet in edge l3
2021-10-19 08:03:14,727 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 74 | DEBUG | get result for dump flows 1634630594.704664 : ['OFPST_FLOW reply (OF1.3) (xid=0x2):']
2021-10-19 08:03:14,730 | 4622 | tracing_net.flowtable.flow_monitor, read_dump_flow, 83 | WARNING | No result dump flows
