2021-11-17 08:39:30,963 | 5162 | ofcapture.proxy.proxy, start_server, 251 | INFO | Server on ('127.0.0.1', 63333)
2021-11-17 08:39:30,963 | 5162 | ofcapture.proxy.proxy, start_server, 251 | INFO | Server on ('127.0.0.1', 63333)
2021-11-17 08:39:30,968 | 5162 | ofcapture.proxy.proxy, start_server, 254 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-11-17 08:39:30,968 | 5162 | ofcapture.proxy.proxy, start_server, 254 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-11-17 08:39:31,084 | 5162 | ofcapture.proxy.proxy, handle_switch, 272 | INFO | Client ('127.0.0.1', 60530) is connected
2021-11-17 08:39:31,084 | 5162 | ofcapture.proxy.proxy, handle_switch, 272 | INFO | Client ('127.0.0.1', 60530) is connected
2021-11-17 08:39:31,096 | 5162 | ofcapture.proxy.proxy, open_connection, 371 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-17 08:39:31,096 | 5162 | ofcapture.proxy.proxy, open_connection, 371 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-17 08:39:31,364 | 5162 | ofcapture.proxy.proxy, handle_switch, 272 | INFO | Client ('127.0.0.1', 60534) is connected
2021-11-17 08:39:31,364 | 5162 | ofcapture.proxy.proxy, handle_switch, 272 | INFO | Client ('127.0.0.1', 60534) is connected
2021-11-17 08:39:31,365 | 5162 | ofcapture.proxy.proxy, open_connection, 371 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-17 08:39:31,365 | 5162 | ofcapture.proxy.proxy, open_connection, 371 | ERROR | Failed to connect to controller : [Errno 111] Connect call failed ('127.0.0.1', 6633)
2021-11-17 08:39:32,033 | 5162 | ofcapture.proxy.proxy, handle_switch, 272 | INFO | Client ('127.0.0.1', 60538) is connected
2021-11-17 08:39:32,033 | 5162 | ofcapture.proxy.proxy, handle_switch, 272 | INFO | Client ('127.0.0.1', 60538) is connected
2021-11-17 08:39:32,034 | 5162 | ofcapture.proxy.proxy, handle_switch, 272 | INFO | Client ('127.0.0.1', 60540) is connected
